From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
25,1,,,,,all,2.333333333333333,0,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their access to trusted information about mental health,25,1,3,0.0,1.0,0.0,negative,0,1,positive
9,47,,,,,all,1.75,0,0,4,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",9,47,4,1.0,0.0,0.0,positive,1,0,positive
47,65,,,,,all,2.4,1,0,4,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to empathize with and understand other perspectives,47,65,5,0.8,0.0,0.2,positive,1,0,positive
12,8,,,,,all,2.0,0,0,3,0,the time they spend with friends in person,their having close friends,12,8,3,1.0,0.0,0.0,positive,1,0,positive
14,49,,,,,all,2.0,0,0,4,0,their ability to tell their friends about their life and experiences,their assurance that they are not not alone and have others to depend on,14,49,4,1.0,0.0,0.0,positive,1,0,positive
72,75,,,,,all,2.25,0,0,4,0,their ability to relax when they're stressed,their ability to set goals and take actions towards those goals,72,75,4,1.0,0.0,0.0,positive,1,0,positive
2,17,,,,,all,2.4,0,0,5,0,their access to mental health resources,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",2,17,5,1.0,0.0,0.0,positive,1,0,positive
2,13,,,,,all,2.6666666666666665,0,0,3,0,their access to mental health resources,their awareness of what's happening among their friends,2,13,3,1.0,0.0,0.0,positive,1,0,positive
22,18,,,,,all,2.5,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",the number of places and groups of people where they are welcome and appreciated,22,18,4,1.0,0.0,0.0,positive,1,0,positive
15,57,,,,,all,2.6,0,0,4,1,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their belief that they are part of a community,15,57,4,1.0,0.0,0.0,positive,1,0,positive
14,64,,,,,all,1.75,0,0,3,1,their ability to tell their friends about their life and experiences,their ability to recover and learn from their mistakes,14,64,3,1.0,0.0,0.0,positive,1,0,positive
7,15,,,,,all,2.4,1,0,3,1,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)","the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",7,15,4,0.75,0.0,0.25,positive,1,0,positive
54,23,,,,,all,1.75,0,0,3,0,"their ability to know who their real, trusted friends are","their participation in positive events that are fun, joyous, and exciting",54,23,3,1.0,0.0,0.0,positive,1,0,positive
3,37,,,,,all,1.3333333333333333,0,0,3,0,their willingness to use mental health resources,their ability to cope with anxious feelings,3,37,3,1.0,0.0,0.0,positive,1,0,positive
5,17,,,,,all,2.25,0,0,3,1,"their access to resources of daily life (food, shelter, safe environment, money)","their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",5,17,3,1.0,0.0,0.0,positive,1,0,positive
40,43,,,,,all,2.5,1,0,3,0,their ability to cope with and overcome hardship or challenges in their life,their ability to find others like them,40,43,4,0.75,0.0,0.25,positive,1,0,positive
1,6,,,,,all,2.5,1,0,3,0,their access to trusted information about mental health,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",1,6,4,0.75,0.0,0.25,positive,1,0,positive
59,23,,,,,all,2.6666666666666665,0,0,3,0,their level of self confidence,"their participation in positive events that are fun, joyous, and exciting",59,23,3,1.0,0.0,0.0,positive,1,0,positive
35,60,,,,,all,2.6,0,0,5,0,their ability to recover from negative or adverse events that happen to them (online or in person),their level of self-esteem,35,60,5,1.0,0.0,0.0,positive,1,0,positive
35,73,,,,,all,2.4,0,0,4,1,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to get enough sleep,35,73,4,1.0,0.0,0.0,positive,1,0,positive
42,24,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with feelings of being lonely,their awareness of other people's lives and experiences,42,24,3,1.0,0.0,0.0,positive,1,0,positive
61,46,,,,,all,2.0,0,1,3,0,their belief that they will be found if they get lost,their ability to face and overcome challenges,61,46,4,0.75,0.25,0.0,positive,1,0,positive
75,53,,,,,all,2.25,1,0,3,0,their ability to set goals and take actions towards those goals,their ability to recognize mental health challenges they should seek support for,75,53,4,0.75,0.0,0.25,positive,1,0,positive
8,56,,,,,all,2.333333333333333,0,0,3,0,their having close friends,their certainty that they matter to themself and to others,8,56,3,1.0,0.0,0.0,positive,1,0,positive
54,12,,,,,all,2.25,0,0,4,0,"their ability to know who their real, trusted friends are",the time they spend with friends in person,54,12,4,1.0,0.0,0.0,positive,1,0,positive
15,38,,,,,all,2.333333333333333,0,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their ability to control and moderate their time online,15,38,3,1.0,0.0,0.0,positive,1,0,positive
47,74,,,,,all,2.5,0,0,4,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to consider the purpose and meaning of a good life,47,74,4,1.0,0.0,0.0,positive,1,0,positive
56,54,,,,,all,2.0,0,0,3,0,their certainty that they matter to themself and to others,"their ability to know who their real, trusted friends are",56,54,3,1.0,0.0,0.0,positive,1,0,positive
3,42,,,,,all,1.6666666666666667,0,0,3,0,their willingness to use mental health resources,their ability to cope with feelings of being lonely,3,42,3,1.0,0.0,0.0,positive,1,0,positive
20,43,,,,,all,2.4,0,0,4,1,the time they spend being a part of their heritage and culture,their ability to find others like them,20,43,4,1.0,0.0,0.0,positive,1,0,positive
39,29,,,,,all,2.5,0,3,0,1,their ability to control and moderate the content they process online,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",39,29,3,0.0,1.0,0.0,negative,0,1,positive
70,30,,,,,all,2.5,1,0,3,0,their ability to explore their identity safely,their ability to compare their life to other people's lives,70,30,4,0.75,0.0,0.25,positive,1,0,positive
64,41,,,,,all,2.333333333333333,0,0,3,0,their ability to recover and learn from their mistakes,their ability to manage their reputation online (including what others post about them),64,41,3,1.0,0.0,0.0,positive,1,0,positive
2,42,,,,,all,2.333333333333333,0,0,3,0,their access to mental health resources,their ability to cope with feelings of being lonely,2,42,3,1.0,0.0,0.0,positive,1,0,positive
62,34,,,,,all,2.6666666666666665,0,3,0,0,"their desire for popularity (likes, followers, shares)","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",62,34,3,0.0,1.0,0.0,negative,0,1,positive
66,69,,,,,all,2.5,0,0,4,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",66,69,4,1.0,0.0,0.0,positive,1,0,positive
64,4,,,,,all,2.5,0,0,4,0,their ability to recover and learn from their mistakes,"their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",64,4,4,1.0,0.0,0.0,positive,1,0,positive
50,71,,,,,all,2.4,0,0,5,0,their ability to evaluate the emotional risk before an action they want to take,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",50,71,5,1.0,0.0,0.0,positive,1,0,positive
8,70,,,,,all,2.25,0,0,4,0,their having close friends,their ability to explore their identity safely,8,70,4,1.0,0.0,0.0,positive,1,0,positive
12,5,,,,,all,2.25,0,0,4,0,the time they spend with friends in person,"their access to resources of daily life (food, shelter, safe environment, money)",12,5,4,1.0,0.0,0.0,positive,1,0,positive
9,8,,,,,all,2.25,0,0,4,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),their having close friends,9,8,4,1.0,0.0,0.0,positive,1,0,positive
25,21,,,,,all,2.0,0,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to help others and/or contribute to something bigger than themselves,25,21,3,0.0,1.0,0.0,negative,0,1,positive
11,24,,,,,all,2.333333333333333,0,0,3,0,the time they spend with friends online,their awareness of other people's lives and experiences,11,24,3,1.0,0.0,0.0,positive,1,0,positive
29,59,,,,,all,2.6,1,3,0,1,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",their level of self confidence,29,59,4,0.0,0.75,0.25,negative,0,1,positive
26,58,,,,,all,2.0,1,3,0,0,"their exposure to positive parenting (consistent, respectful, supportive)",their belief that everyone is better off than they are,26,58,4,0.0,0.75,0.25,negative,0,1,positive
2,72,,,,,all,2.333333333333333,0,0,3,0,their access to mental health resources,their ability to relax when they're stressed,2,72,3,1.0,0.0,0.0,positive,1,0,positive
41,60,,,,,all,2.4,0,0,5,0,their ability to manage their reputation online (including what others post about them),their level of self-esteem,41,60,5,1.0,0.0,0.0,positive,1,0,positive
65,54,,,,,all,2.0,0,0,4,0,their ability to empathize with and understand other perspectives,"their ability to know who their real, trusted friends are",65,54,4,1.0,0.0,0.0,positive,1,0,positive
63,60,,,,,all,2.25,1,0,3,0,their ability to trust that adults in their life have their best interests at heart,their level of self-esteem,63,60,4,0.75,0.0,0.25,positive,1,0,positive
12,59,,,,,all,2.25,0,0,4,0,the time they spend with friends in person,their level of self confidence,12,59,4,1.0,0.0,0.0,positive,1,0,positive
35,37,,,,,all,2.0,0,0,4,0,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to cope with anxious feelings,35,37,4,1.0,0.0,0.0,positive,1,0,positive
71,58,,,,,all,2.142857142857143,0,4,0,3,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their belief that everyone is better off than they are,71,58,4,0.0,1.0,0.0,negative,0,1,positive
48,22,,,,,all,2.0,1,0,3,0,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)","time they spend connecting with others toward a shared goal, mission, faith, culture, interest",48,22,4,0.75,0.0,0.25,positive,1,0,positive
36,56,,,,,all,2.1666666666666665,0,3,1,1,"the influence of online content and personalities on them and their identity (influencers, celebrities)",their certainty that they matter to themself and to others,36,56,4,0.25,0.75,0.0,negative,0,1,positive
2,15,,,,,all,2.333333333333333,0,0,3,0,their access to mental health resources,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",2,15,3,1.0,0.0,0.0,positive,1,0,positive
22,34,,,,,all,2.25,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",22,34,4,1.0,0.0,0.0,positive,1,0,positive
34,76,,,,,all,2.25,0,1,3,0,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",their ability to recognize when they're going gown down a trap of negative content or comments,34,76,4,0.75,0.25,0.0,positive,1,0,positive
48,74,,,,,all,2.0,0,1,3,0,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",their ability to consider the purpose and meaning of a good life,48,74,4,0.75,0.25,0.0,positive,1,0,positive
